a,b,c,d,exp
893.77,489.97,453.96,625.15,1005529.645
977.11,951.41,672.05,770.74,1407165.895
910.14,478.75,418.23,734.01,1004005.163
636.06,232.24,759.65,979.35,982619.7961
528.07,352.3,213.08,578.95,324839.9613
967.75,382.55,161.67,253.71,962930.9614
654.34,690.74,192.87,599.15,465958.8225
172.28,169.04,136.57,169.97,48501.7333
860.09,531.26,953.34,805.21,1649417.174
180.45,253.42,556.24,923.01,342888.1501
532,188.61,207.84,213.41,326434.8756
140.03,297.07,950.85,404.85,924128.9734
410.25,699.73,391.7,779.64,322513.5925
224.9,736.11,412.14,609.31,221048.6996
972.81,576.13,916.49,844.69,1787157.906
194.81,226.68,261.09,665.84,106784.7642
180.44,285.42,853.04,519.14,760754.9752
200.91,915.54,566.12,491.42,361348.1025
459.25,423.12,546.31,743.77,510108.9486
302.74,125.36,788.26,858.2,713863.5352
520.92,126.91,366.35,982.65,406552.6189
106.75,598.31,853.44,903.66,740659.0561
617.31,122.6,557.83,299.37,692545.315
281.65,713.44,109.49,835.81,92150.5926
240.75,621.02,507.81,732.13,316563.6886
593.53,159.08,943.12,761.49,1242514.685
991.3,573.02,303.38,928.27,1075643.384
163.12,456.16,959.53,424.27,947730.2253
715.08,687.91,774.94,552.88,1112424.29
688.82,487.72,368.75,797.94,611247.4949
394.72,369.34,505.26,488.18,411579.726
304.48,334.76,182.01,723.7,126559.4105
388.33,555.29,132.84,318.86,168765.5145
146.72,227.24,469.67,116.68,242233.3473
844.17,386.91,524.67,703.32,988604.9178
991.64,129.4,590.18,387.94,1332050.262
405.3,466.94,431.99,156.81,351040.2601
673.61,814.07,266.55,813.74,525613.0746
887.76,807.46,531.25,621.53,1070965.91
998.64,279.24,236.81,375.27,1053736.096
531.85,899.21,712.2,393.36,790486.6225
287.57,582.92,730.3,591.94,616626.5349
652.3,363.91,765.24,652.01,1011739.558
455.92,388.55,742.08,466.7,759012.4728
107.99,809.06,444.46,436.66,209643.1917
563.48,816.76,427.11,968.98,500901.6425
565.27,457.76,919.12,432.19,1164743.937
630.42,513.43,741.22,144.63,946981.0948
860.19,577.64,245.41,269.89,800422.7942
955.25,579.08,473.24,332.4,1136791.06
914.68,523.4,415.74,434.71,1009913.96
741.05,359.99,164.01,933.27,576987.6526
415.63,551.36,233.9,104.33,227561.8369
101.04,750.47,210.7,285.16,54888.7316
159.58,434.57,427.43,243.26,208405.4413
853.42,189.56,492.12,904.39,971412.1808
702.14,161.24,168.04,693.86,521931.8812
533.08,377.05,657.95,111.38,717183.8689
204.72,236.99,146.2,537.46,63822.1784
923.66,638.8,186.09,455.81,888233.0937
213.98,962.18,439.14,106.82,238738.2
182.6,583.68,699.4,856.02,523359.14
329.91,375.53,599.77,253.18,468817.841
135.61,728.9,766.75,242.41,606538.0446
476.95,797.19,305.19,287.3,320909.5386
828.72,241.8,576.21,243.53,1019038.333
543.34,794.76,487.29,895.3,533565.1997
219.3,407.22,183.72,771.39,82616.9184
348.78,965.36,651.21,931.05,546653.0025
822.1,988.72,451.46,245.12,879909.6616
625.34,825.1,488.25,277.57,629715.7481
985.52,356.61,956.25,173.18,1885836.913
700.5,292.95,158.82,185.34,516109.3824
607.74,513.91,463.86,537,585051.0072
571.25,687.91,725.33,923.82,853353.9914
628.23,340.22,235.28,140.52,450170.1313
736.69,795.15,305.45,144.96,636156.8186
319.52,389.3,368.97,199.45,238431.3413
188.37,183.17,677.42,105.98,494487.0933
183.49,179.76,432.98,738.96,221879.2205
341.42,429.97,109.52,220.87,128783.1168
600.09,603.47,800.09,356.36,1000608.376
322.97,799.01,982.06,158.03,1068909.495
932.98,586.04,278.34,389.39,948314.226
172.77,443.47,538.85,773.84,320982.6354
216.83,204.27,675.5,319.13,503634.6289
175.26,557.37,438.59,677.85,223755.1057
781.96,977.68,692.7,310.54,1091605.272
649.61,660.31,223.51,912.68,472862.5522
243.04,218.85,529.69,691.07,340331.0077
903.77,551.94,782.78,618.74,1430163.481
840.84,158.66,598.29,313.59,1065276.42
787.39,740.02,973.01,946.25,1567677.722
667.91,377.32,462.1,362.36,660002.5381
320.78,444.13,525.47,881.9,379900.4293
457.53,420.33,668.18,273.3,656071.5133
674.46,486.71,714.1,382.81,965217.9116
780.86,179.04,374.3,814.88,750657.7096
729.96,935.21,956.35,744.69,1448191.614
741.57,641.76,972.59,330.42,1496187.793
614.85,821.96,172.82,779.7,408686.9749
168.46,637.72,455.39,872.57,236631.3937
456.13,749.33,518.34,139.51,476870.4425
188.52,271.64,795.96,885.94,669978.052
354.44,642.1,628.98,229.25,521472.804
526.7,982.88,251.72,634.91,341410.7584
277.1,276.74,473.79,975.97,302237.3441
999.28,763.29,289.54,326.56,1082720.49
625.37,496.24,818.6,161.72,1061355.317
346.36,231.21,693.42,680.45,601476.996
154.83,322.65,514.77,445.77,289406.2518
242.31,689.03,770.08,593.35,652330.6925
674.36,391,424.73,138.4,635295.3825
481.56,511.11,227.95,203.27,284064.5061
251.69,947.29,232.84,372.6,117934.9217
649.61,980.75,367.6,343.41,557466.3221
432.35,473.68,952.78,299.24,1095015.491
986.2,587.88,770.85,564.58,1567364.743
445.23,975.77,864.67,154.32,946038.2818
135.88,894.83,379.57,424.53,162961.2893
149.74,620.03,932.66,759.21,893035.9532
576.43,249.43,794.76,288.27,964203.2725
169.15,509.41,981.39,350.84,992088.8946
565.1,500.63,935.66,571.4,1195369.046
586.5,832.5,414.12,168.97,515646.5944
356.91,592.45,970.16,751.53,1069346.704
115.6,630.41,792.08,478.78,641232.8664
346.39,589.06,443.84,638.83,317618.8077
560.35,294.26,225.57,216.84,365090.7874
773.1,223.24,513.73,761.65,862363.7729
948.23,729.66,936.48,290.95,1776425.873
808.73,280.31,341.21,364.57,770833.047
117.28,894.7,305.24,481.88,107407.936
369.96,108.13,380.59,535.72,282254.8697
333.86,270.99,134.78,839.18,130467.328
281.95,799.12,598.26,927.89,438338.7201
439.75,389.7,655.04,773.2,623230.6641
561.62,805.4,115.96,712.29,329576.036
608.87,189.92,947.9,587.53,1269824.617
197.08,463.78,304.64,804.79,132450.846
238.75,257.03,548.15,799.55,358269.535
364.38,119.29,159.24,287.99,158418.152
760.71,951.04,996.27,350.8,1571584.417
483.3,995.69,529.5,968.23,514917.37
573.37,845.34,999.8,662.06,1329015.257
973.57,373.5,113.61,677.38,961423.157
465.81,224.85,712.48,785.13,725391.8365
659.86,440.93,471.2,861.23,658305.8896
592.38,124.86,634.27,838.08,754050.5773
880.22,527.15,685.92,175.95,1245449.445
686.63,740.99,954.28,298.65,1382409.725
131.68,398.98,625.65,777.52,409555.0649
993.17,948.13,876.18,471.76,1754549.801
722.11,628.06,260.39,557.33,589803.1342
581.94,870.09,817.99,752.85,1008514.654
107.34,980.54,943,846.32,901617.1956
706.07,908.3,917.35,841.72,1340907.587
943.35,488.1,398.23,333.09,1048829.445
254.05,131.43,649.34,330.3,486514.1381
840.47,166.93,608.11,492.38,1076679.973
509.43,337.18,470.83,684.48,481884.2938
286.03,731.55,443.51,769.64,279283.921
888.52,597.27,647.53,895.87,1209658.761
549.81,696.11,898,418.74,1109113.776
140.9,730.87,836.42,240.91,719692.1364
711.79,767.14,173.61,229.98,537015.4162
971.64,264.28,436.13,386.48,1134680.147
638.33,409.62,479.35,620.76,637862.3714
279.51,727.05,702.24,524.79,571791.6477
912.34,928.45,364.48,941.54,966151.486
111.87,780.58,382.36,482.06,159196.1265
170.02,408.58,367.65,201.69,164275.0129
164.35,715.26,908.94,760.35,853943.1961
884.56,554.5,219.26,918.48,831439.8212
115.56,325.83,803.99,449.82,660203.8537
823.43,823.9,384.65,274.74,826267.3274
565.32,640.26,729.89,291.67,852617.7845
392.6,139.9,709.64,982.52,658706.2096
343.58,358.13,732.89,310.8,655485.7685
565.86,828.18,340,408.05,436205.5896
361.45,999.42,631.35,760.14,530009.065
963.81,540.18,312.59,715.44,1027357.664
906.41,243.52,939.66,207.9,1704747.904
581.51,430.87,319.13,434.8,440432.637
816.36,335.69,461.48,843.98,880251.42
912.03,312.78,270.95,184.72,905397.3434
832.63,933.63,318.77,421.09,795308.1198
812.09,799.19,634.68,502.95,1062811.821
946.67,168.44,884.21,456.95,1678468.363
500.83,603.96,343.81,879.17,369915.175
695.89,301.54,659.95,409.32,920206.2146
407.05,493.34,299.85,624.35,256224.075
152.59,669.16,722.59,393.98,545813.9962
406.57,599.61,250.93,148.43,228413.4598
406.44,111.13,288.19,883.55,249130.4997
785.15,368.79,841.18,619.73,1324664.045
993.82,256.79,380.38,885.03,1133252.167
155.61,892.52,956.35,505.04,939324.8346
625.41,743.74,143.1,540.38,412155.6581
950.49,909.51,993.48,995.74,1891429.491
271.11,667.11,167.71,938.82,102566.0962
422.19,344.23,234.69,399.55,233723.3422
799.82,114.31,120.28,377.05,654556.3608
328.2,466.78,994.22,700.81,1096889.458
792.59,744.13,903.07,752.02,1444486.353
803.77,362.12,519.97,218.79,916633.8038
904.04,426.17,688.44,232.36,1291470.315
109.8,741.12,146.04,685.39,34069.1116
344.16,222.02,302.73,143.04,210234.5985
981.78,274.25,304.9,268.56,1057124.538
965.59,878.99,378.34,141.14,1075646.344
732.53,882.01,894.44,547.64,1337170.755
575.41,552.05,910.24,462.01,1160095.536
496.61,956.82,887.33,757.14,1034733.161
686.77,351.9,351.56,556.79,595804.2565
920.83,784.85,353.4,458.87,973278.3189
912.41,791.07,375.32,883.09,974240.2005
909.73,757.13,458.4,274.41,1038013.643
418.55,259.78,904.26,238.69,993108.9401
746.65,801.53,296.79,328.17,645898.6966
776.35,210.56,881.61,635.69,1380591.205
405.8,579.26,713,417.75,673460.39
397.22,452.11,388.84,463,309443.274
599.49,809.01,950.44,770.59,1263495.044
859.21,484.05,778.41,577.84,1344741.792
160.61,213.6,325.63,673.69,132504.159
641.4,141.06,404.83,613.54,575894.8289
867.2,257.1,634.77,969.5,1155938.293
479.92,402.69,332.33,481.71,341248.1453
853.31,366.22,939,651.16,1610510.116
873.9,106.6,373.68,729.17,904067.1224
356.39,971.69,462.52,222.29,341160.8725
984.71,259,549.22,555.81,1271852.203
941.74,373.35,498.56,851.99,1136288.291
428.27,998.2,375.46,399.37,324784.7745
685.04,809.41,834.76,140.34,1166244.399
554.05,718.26,376.98,684.8,449770.1229
998.67,122.13,633.78,134.11,1399152.967
431.29,207.07,161.33,126.92,212165.353
827.49,978.85,803.18,454.18,1330291.993
150.64,664.53,242.67,968.18,82549.3185
777.68,894.26,347.66,218.43,725872.088
781.12,262.24,547.06,255.08,909678.178
247.48,561.15,955.65,242.32,974755.5929
436.62,160.74,878.3,942.1,962990.0144
104.9,993.79,910.58,887.69,841047.6364
121.6,266.1,137.92,482.01,34290.4964
471.32,123.08,126.16,803.15,238862.038
803.58,507.38,852.48,419.16,1372882.127
395.14,237.22,908.98,843.77,983224.03
922.56,725.16,791.95,631.32,1478933.076
712.58,964.67,336.03,350.67,621037.0873
963.79,471.99,439.34,911.84,1122822.64
499.52,168.82,569.79,145.83,574326.7045
718.12,636.41,925.28,706.22,1372545.633
999.89,978.6,552.44,458.97,1305428.936
688.24,959.06,105.79,629.58,485495.4017
349.03,389.88,617.44,347.09,503401.1845
180.06,984.62,513.91,939.13,297464.2217
919.13,101.01,890.7,624.8,1638771.247
681.19,630.16,297.39,519.17,552979.7982
674.72,348.77,714.1,898.19,966084.0784
328.88,402.19,239.27,638.63,166050.8173
847.75,505.56,421.52,784.22,897143.3929
784.82,788.94,662.97,591.16,1056062.813
988.55,280.54,388.78,968.32,1129349.311
906.31,159.23,436.87,731.71,1012984.923
489.81,621.22,570.92,800.51,566663.9925
843.15,219.92,523.28,241.45,984965.3309
979.61,724.77,392.48,612.36,1114288.663
433.28,746.59,829.89,626.64,877075.6105
319.34,482.82,784.25,392.6,717418.6981
286.53,816.99,158.96,725.44,108093.1625
560.43,379.58,377.1,582.56,456868.7549
821.7,838.56,371.72,161.89,813528.5384
827.81,880.97,475.35,602.74,911829.7586
394.77,255.13,799.49,787.59,795815.203
488.72,763.37,883.04,979.76,1019586.64
650.78,480.87,943.16,304.59,1313369.984
507.32,993.03,898.64,390.08,1065317.512
229.82,896.09,463.65,453.07,268241.6249
280.84,198.96,108.21,371.43,90951.9397
159.23,471.92,433.15,212.88,213185.9954
616.96,582.71,252.36,791.03,445116.2412
544.26,343.67,318.3,723.07,398256.9076
789.79,242.52,808.04,342.42,1277039.306
330.21,798.86,730.01,244.64,642197.8842
973.84,270.14,270.04,100.35,1021386.297
626.61,141.65,223.27,910.13,443399.715
634.01,449.62,872.92,400.62,1164358.627
698.71,279.66,739.53,467.57,1035567.855
136.96,300.63,610.05,808.94,391727.9841
672.6,540.16,761.07,121.7,1031740.005
803.85,179.42,869.01,621.38,1401974.583
686.95,316.96,434.26,360.41,660842.4601
548.47,821.97,772.46,195.45,897709.2425
823.49,389.69,751.17,505.49,1242897.639
166.6,121.67,747.19,878.65,586927.1061
163.83,860.75,254.12,921.39,92338.6333
501.68,475.28,346.57,961.26,372754.8473
286.44,933.85,635.29,864.76,486506.0177
251.57,836.09,469.7,983.65,284889.2049
197.91,881.18,818.15,255.01,708792.8006
510.93,319.17,888.06,598.64,1050298.669
659.14,133.43,586.13,450.01,778463.9265
470.87,352.45,753.78,711.05,790613.8953
726.02,516.19,236.82,743.83,583932.5828
611.74,646.1,439.8,639.4,568289.2676
851.72,633.7,408.68,401.76,892848.0608
317.1,632.47,297.87,189.31,189468.2569
364.47,425.72,306.35,614.08,227302.7834
249.45,961.06,604.71,850.64,428750.1266
734.67,900.85,795.54,137.77,1172761.671
688.12,783.87,530.99,850.99,756310.5045
261.52,896.17,331.72,919.2,179350.0688
755.06,709.64,295.64,839.1,658357.7132
293.76,257.71,205.43,416.03,128912.4525
521.63,414.99,338,966.37,387308.2269
245.22,455.47,741.36,665.04,610412.538
506.96,280.7,340.52,290.63,373252.942
198.3,803.39,869.01,472.69,794973.9601
644.03,861.96,953.66,969.35,1325211.387
870.84,218.63,987.56,230.87,1733867.929
685.51,459.31,745.63,387.1,1026275.157
869.44,396.39,380.93,241.16,901274.7385
879.73,665.56,190.91,398.78,810770.281
766.95,382.69,177.07,575.11,620141.1974
559.4,674.38,639.08,131.54,721483.1464
941.52,177,326.13,184.12,993004.8073
335.77,763.1,510.93,456.41,374247.3678
868.16,759.2,409.59,309.6,921775.3537
111.56,501.88,391.93,288,166342.7585
338.66,642.27,728.94,344.61,646388.7292
831.92,124.98,102.93,734.03,703419.5013
772.33,359.88,467.18,852.88,815603.6613
881.44,758.07,889.9,320.66,1569179.144
721.05,768.67,952.22,776.86,1427412.891
729.03,963.65,953.19,921.74,1440977.657
178.67,127.84,959.49,114.83,952658.859
996.37,501.47,138.45,295.5,1012217.079
687.34,223.79,528.65,976.25,752883.3481
707.08,148.17,420.94,844.56,677997.17
466.38,442.47,102.38,481.69,228473.6588
300.68,333.86,565.77,455.9,410960.0553
748.74,877.23,159.97,615.26,586817.2485
358.61,860.95,576.57,460.17,461494.267
769.72,490.09,907.02,913.66,1416067.819
691.41,703.05,293.25,724.9,564768.2506
791.02,658.64,838.83,101.55,1329449.959
659.53,710.14,969.59,684.8,1375769.389
131.25,534.81,243.82,816.1,77490.8549
176.33,358.72,877.32,119.96,800902.6113
914.47,638.98,589.63,440.03,1184358.948
406.57,157.31,953.53,470.78,1074989.406
285.51,841,676.06,118.25,538691.3337
286.99,997.08,616.21,414.15,462492.1742
890.98,179.55,493.1,344.36,1037337.33
194.89,567.48,780.66,984.85,648396.9977
609.27,987.56,568.05,219.34,694110.0754
517.29,360.92,900.48,602.22,1079055.395
291.97,504.09,479.37,709.41,315751.4878
691.47,397.53,301.97,688.19,570004.8318
536.14,185.61,319,503.76,389710.8596
874.51,292.07,248.13,300.53,826636.767
490.64,772.06,806.97,126.55,892054.7405
555.43,411.73,281.87,408.15,388361.3318
990.08,360.13,776.37,162.66,1583171.443
286.84,705.09,424.73,167.78,262840.5385
842.66,811.33,627.84,546.48,1104805.421
186.07,493.65,606.26,711.48,402884.7125
279.06,966.5,317.94,557.09,179517.4172
673.79,278.23,998.38,619.08,1451374.669
158.03,730.27,231.93,617.86,79382.8658
830.56,444.32,551.85,379.38,994747.7161
771.42,701.36,509.88,135.62,855202.0508
759.52,756.8,943.13,157.93,1466522.757
775.98,744.49,527.29,478.81,880658.5145
822.7,198.44,545.72,373.74,975019.3484
532.96,330.42,444.93,681.48,482690.5465
834,280.35,175.46,383.1,726725.3116
962.78,214.14,818.5,252.28,1597139.858
504.62,406.93,322.85,386.97,359260.4369
591.97,906.91,669.6,540.52,799333.1609
826.69,365.44,389.28,278.49,835233.7645
262.37,483.47,928.17,181.52,930519.0858
510.92,759.27,655.73,100.23,691121.3093
758.5,537.36,888.67,787.66,1365844.279
265.07,260.8,890.45,999.36,864162.6674
714.63,462.35,611.69,662.11,885522.803
326.3,866.85,339.31,374.13,221977.0961
620.92,742.52,756.87,362.94,958756.7833
540.21,423.01,620.44,527.43,677300.0677
731.07,113.68,362.75,945.92,666996.8274
605.9,877.23,371.22,462.97,505382.0684
483.8,883.22,445.07,643.66,432793.4049
159.15,512.49,996.74,997.04,1019816.39
601.33,738.75,722.8,583.76,884621.3689
590.15,286.16,109.05,284.75,360453.675
695.94,574.56,965.68,680.43,1417550.776
598.56,860.65,383.1,711.47,505751.1536
308.83,600.78,560.95,780.5,410821.3714
593.15,588.95,103.61,749.6,363311.5546
110.14,774.12,809.97,768.72,668950.9405
567.04,658.42,511.83,622.16,584126.4705
899.85,798.27,753.21,587.15,1377642.477
766.67,797.2,526.02,256.12,864736.0493
834.98,668.71,891.76,509.88,1492937.378
838.18,320.11,983.61,859.8,1670894.145
699.2,167.66,617.69,212.37,870633.9461
456.68,452.87,758.88,878.8,785334.2768
127.16,320.78,155.1,574.65,40800.3256
265.5,611.63,158.35,896.72,96461.6925
392.02,832.73,496.91,341.29,400940.5185
494.65,670.16,238.43,586.32,302113.8074
630.69,384.4,903.64,674.28,1215009.406
570.98,324.57,561.31,826.76,641913.8365
580.46,794.4,934.3,743,1210593.302
800.73,983.86,820.55,144.99,1314615.825
117.32,514.02,749.44,146.87,575571.166
542.73,236.46,718.64,529.88,811529.1825
724.18,635.79,100.38,306.51,534819.3268
613.21,839.41,148.64,952.84,399073.1937
180.81,152.33,295.78,338.36,120516.4245
383.85,531.94,167.33,450.93,175791.0814
581.73,978.22,625.04,983.12,730067.9145
469.34,121.89,947.11,367.43,1117664.818
331.31,445.42,406.3,792.75,275638.7561
178.93,775.13,525.32,789.97,308767.0173
697.41,368.4,239.81,541.54,544431.0842
974.11,103.82,648.63,771.17,1370382.339
715.96,820.17,285.02,585.85,594420.972
484.42,894.78,830.16,912.6,924740.962
638.55,987.39,982.04,712.9,1372861.564
850.12,180.53,299.63,905.32,813387.4713
860.52,964.29,959.76,776.37,1662410.298
670.78,817.68,747.6,604.8,1009456.368
525.44,984.16,400.29,798.85,437118.1277
500.81,274.45,263.19,924.76,321004.3922
355.18,242.11,136.82,992.84,145865.3848
152.5,211.86,816.14,340.12,689680.8696
866.54,861.57,726.59,991.6,1279816.2
114.31,991.79,823.73,803.22,692401.109
247.38,527.86,119.82,824.64,76378.3368
908.25,974.39,351.23,855.03,949135.6054
481.87,930.75,816.98,286.46,899941.4773
492.88,424.19,303.17,271.13,335113.8733
633.45,349.66,619.12,461.78,785030.2569
861.14,954.24,728.6,304.24,1272724.3
282.46,993.63,448.72,631.69,281764.98
950.5,589.39,646.88,192.53,1322096.514
120.31,764.67,854.25,654.94,744872.4986
565.46,421.58,472.78,911.16,544177.1
783.48,638.6,809.27,898.98,1269657.823
740.85,847.43,232.04,684.79,603386.0741
744.63,928.51,209.14,202.85,598416.2265
663.75,519.07,841.75,727.42,1149834.545
308.98,203.34,973.21,412.16,1043018.505
868.7,557.85,168.93,399.41,783576.4449
791.32,143.07,290.65,639.51,711304.2749
862.35,161.14,507.6,798.82,1002104.103
253.02,759.52,231.36,753.87,118300.44
247.35,476.05,995.24,529.48,1052214.16
766.94,515.7,110.37,136.78,600515.2805
249.2,789.4,597.86,959.63,420496.8496
367.65,767.5,298.25,503.59,224623.175
665.32,337.12,866.31,165.31,1193309.029
963.11,154.7,384.37,788.78,1076109.949
956.47,288.17,590.48,607.57,1264109.061
696.99,478.92,114.18,164.28,498996.4125
191.59,190.64,898,264.78,843375.5081
206.22,491.4,902.82,451.34,858061.9808
252.55,984.41,867.05,219.94,815777.145
988.76,119.79,661.86,447.1,1416152.097
717.38,311.77,922.18,506.36,1365556.377
171.99,400.13,138.4,543.04,49278.1601
322.25,839.04,694.46,422.02,586541.7741
535.54,307.4,307.93,739.08,382363.0565
240.88,248.2,625.47,937.08,450172.9753
578.82,453.58,676.32,481.25,792922.5848
770.76,747.08,858.5,296.7,1331389.928
674.38,475.67,614.86,607.64,833448.844
197.86,517.52,695.78,959.78,524218.168
549.08,397.2,423.06,388.8,480857.41
706.54,855.35,442.24,992.04,695767.0292
232.14,766.61,783.47,790.23,668504.4505
667.92,913.4,972.76,772.43,1393151.574
840.53,315.42,682.74,671.73,1173296.319
856.21,747.31,464.92,405.38,949651.5505
520.54,146.15,622.32,877.14,659121.214
955.65,455,382.35,755.67,1060214.115
272.95,565.62,601.47,733.94,437001.8034
422.06,521.32,214.52,776.94,224930.414
588.68,335.69,295.69,895.72,434872.4385
418.32,527.78,715.86,214.28,687661.442
245.79,469.8,616.42,686.56,441072.9005
553.27,464.46,254.16,810.52,371515.5185
225.65,574.05,102.95,257.86,61774.485
653.45,671.38,358.75,999.75,556698.215
489.17,465.57,739.52,258.71,786435.8293
513.15,346.19,713.05,513.73,772276.955
735.27,634.87,902.07,577.2,1354929.458
234.27,456.28,722.6,811.41,577844.6029
894.06,654.12,376.07,104.74,940876.6685
729.79,535.93,854.86,513.07,1263892.134
